"y";"x1";"x2";"i";"cluster"
1;0,397;0,266;34;"34"
0;-0,798;0,617;34;"34"
1;1,91;0,329;34;"34"
1;-0,598;-0,854;34;"34"
1;0,256;-0,009;34;"34"
1;0,752;-1,626;34;"34"
1;-0,509;-0,074;34;"34"
0;-0,306;0,402;34;"34"
1;0,291;-1,119;34;"34"
0;-0,176;0,313;34;"34"
0;-0,402;0,13;34;"34"
1;0,238;0,156;34;"34"
1;0,392;-0,56;34;"34"
0;-0,824;2,102;34;"34"
0;0,524;1,238;34;"34"
0;-0,071;0,139;34;"34"
0;-0,453;1,558;34;"34"
1;1,786;-0,767;34;"34"
0;1,893;0,862;34;"34"
0;-1,489;0,654;34;"34"
1;-0,567;-1,113;34;"34"
1;0,13;-0,75;34;"34"
1;-1,151;-0,854;34;"34"
1;-0,478;0,1;34;"34"
1;0,857;1,586;35;"35"
1;0,667;-0,887;35;"35"
1;0,064;-1,453;35;"35"
1;0,132;0,745;35;"35"
1;-0,386;-0,28;35;"35"
1;0,461;0,893;35;"35"
1;0,299;0,144;35;"35"
1;0,935;-0,625;35;"35"
1;-0,606;-0,953;35;"35"
1;-1,956;-0,776;35;"35"
1;-0,19;-0,146;35;"35"
1;-1,247;-0,07;35;"35"
1;1,211;0,343;35;"35"
1;0,613;-0,148;35;"35"
1;-1,583;-0,484;35;"35"
1;-0,501;-0,24;35;"35"
1;-0,474;-0,409;35;"35"
1;0,001;0,786;35;"35"
1;-0,186;-0,707;35;"35"
0;1,042;-1,291;35;"35"
1;-0,47;-0,973;35;"35"
1;-2,316;0,126;35;"35"
0;0,28;0,5;35;"35"
1;-0,524;0,224;35;"35"
1;-1,338;-0,57;35;"35"
1;0,162;-0,206;35;"35"
1;1,519;-0,046;35;"35"
1;0,036;0,642;35;"35"
1;-1,549;1,426;35;"35"
1;1,456;-0,666;35;"35"
1;-1,722;-0,374;35;"35"
1;-1,569;0,975;35;"35"
1;-2,625;0,129;35;"35"
1;-2,552;-0,27;35;"35"
1;1,507;0,456;35;"35"
1;-0,184;0,107;35;"35"
1;0,403;0,212;35;"35"
0;-1,391;-0,254;35;"35"
1;0,436;0,914;35;"35"
0;-1,251;1,787;35;"35"
1;-1,044;-0,412;35;"35"
1;0,03;-0,376;35;"35"
1;0,039;-1,309;35;"35"
0;0,252;-0,226;35;"35"
1;0,366;-0,592;35;"35"
1;0,268;-0,55;35;"35"
1;-1,132;1,352;35;"35"
1;0,157;-0,286;35;"35"
1;1,251;-1,672;35;"35"
0;-1,701;0,797;35;"35"
1;1,223;0,085;35;"35"
1;-0,44;-0,364;35;"35"
1;-0,064;-0,02;35;"35"
1;-0,947;-0,06;36;"36"
1;0,068;-0,458;36;"36"
0;-0,833;1,76;36;"36"
1;0,38;0,748;36;"36"
1;1,813;-0,956;36;"36"
1;1,723;0,095;36;"36"
1;0,596;-0,547;36;"36"
1;-0,933;-0,576;36;"36"
1;-0,19;-0,05;36;"36"
1;0,348;-0,104;36;"36"
1;1,529;-0,528;36;"36"
1;-0,716;-0,818;36;"36"
1;0,276;-0,972;36;"36"
1;-1,343;0,016;36;"36"
1;-0,089;0,255;36;"36"
1;-1,822;-0,355;36;"36"
1;-0,066;0,108;36;"36"
1;-0,438;1,339;36;"36"
1;1,536;1,219;36;"36"
1;0,828;-0,792;36;"36"
1;-1,167;0,106;36;"36"
1;0,828;-0,594;36;"36"
1;-0,538;-0,738;36;"36"
1;1,651;-0,561;36;"36"
1;0,101;-0,577;36;"36"
1;0,485;-0,298;36;"36"
1;0,289;-0,461;36;"36"
1;0,224;0,915;36;"36"
1;-0,674;2,248;36;"36"
0;-0,181;1,758;36;"36"
1;-0,032;-0,417;36;"36"
1;-1,156;0,279;36;"36"
1;2,81;0,266;36;"36"
1;1,414;0,636;36;"36"
1;-0,027;-0,151;36;"36"
1;1,289;-0,199;36;"36"
1;0,445;0,751;36;"36"
1;0,283;-0,441;36;"36"
1;1,358;1,313;36;"36"
1;0,182;-0,846;36;"36"
1;-0,787;-2,596;36;"36"
1;0,309;-0,89;36;"36"
1;0,518;2,343;36;"36"
1;0,351;0,128;36;"36"
1;1,145;0,651;36;"36"
1;-0,648;-0,359;36;"36"
1;1,257;-0,068;36;"36"
1;-1,064;2,074;36;"36"
1;-0,139;0,25;36;"36"
1;-0,72;-1,567;36;"36"
1;0,765;-1,501;36;"36"
1;0,48;-1,027;36;"36"
0;-1,048;0,231;36;"36"
1;-0,291;0,687;36;"36"
1;-0,604;-0,022;36;"36"
1;0,86;1,545;36;"36"
1;-0,321;1,038;36;"36"
1;-0,182;-0,157;36;"36"
1;0,647;0,871;36;"36"
1;0,99;1,217;36;"36"
1;-0,779;0,414;36;"36"
0;-2,043;0,885;36;"36"
1;0,795;-0,001;36;"36"
1;-0,137;-0,066;36;"36"
1;1,251;2,199;36;"36"
1;-1,19;-1,311;36;"36"
1;-2,015;0,188;36;"36"
1;-0,88;-0,06;36;"36"
1;1,38;2,651;36;"36"
1;0,349;-0,818;36;"36"
1;0,188;-0,528;36;"36"
1;0,577;-0,847;36;"36"
1;1,066;1,683;36;"36"
0;-0,171;0,98;36;"36"
1;-0,157;0,868;36;"36"
0;-0,715;1,506;36;"36"
1;0,697;-0,392;36;"36"
1;-0,479;0,351;36;"36"
1;1,535;-0,614;36;"36"
1;0,305;-1,103;36;"36"
1;1,195;0,948;36;"36"
1;-0,289;-0,842;36;"36"
0;0,879;-0,696;36;"36"
1;0,158;-1,767;36;"36"
1;0,252;0,819;36;"36"
1;-0,378;0,93;36;"36"
1;1,208;-0,131;36;"36"
1;1,033;-0,891;36;"36"
1;-1,106;-0,322;36;"36"
1;-0,878;-1,096;36;"36"
1;0,2;-0,041;36;"36"
0;0,445;2,138;37;"37"
0;1,22;-0,201;37;"37"
1;0,188;0,651;37;"37"
1;1,729;-0,353;37;"37"
0;-0,478;0,538;37;"37"
0;-0,428;1,462;37;"37"
0;-0,601;0,011;37;"37"
0;0,775;0,139;37;"37"
0;-0,064;1,194;37;"37"
0;-0,672;0,426;37;"37"
1;-0,425;-1,202;37;"37"
0;-0,159;-0,365;37;"37"
1;0,996;-0,534;37;"37"
0;0,767;0,309;37;"37"
0;-1,41;0,164;37;"37"
0;-0,12;0,473;37;"37"
1;-0,608;0,208;37;"37"
0;0,357;0,363;37;"37"
0;-0,852;0,19;37;"37"
0;0,143;-1,99;37;"37"
0;-1,761;0,101;37;"37"
0;0,691;0,221;37;"37"
0;0,179;2,349;37;"37"
0;1,174;0,153;37;"37"
0;0,521;0,667;37;"37"
0;-0,047;0,223;37;"37"
0;-0,249;0,244;37;"37"
0;-0,995;1,205;37;"37"
1;0,643;1,165;37;"37"
0;-0,002;-1,044;37;"37"
0;0,716;-0,353;37;"37"
0;-1,21;0,395;37;"37"
0;1,823;-0,542;37;"37"
0;1,703;0,417;37;"37"
0;-0,907;0,91;37;"37"
0;-0,248;-0,276;37;"37"
1;1,077;-0,23;37;"37"
0;-1,284;-0,035;37;"37"
1;-1,483;-0,909;37;"37"
0;-1,225;-0,646;37;"37"
0;0,148;0,19;37;"37"
0;-0,211;0,047;37;"37"
0;-0,121;-0,337;37;"37"
0;-1,479;-0,58;37;"37"
0;1,971;0,024;37;"37"
0;0,058;3,422;37;"37"
1;0,183;-0,063;37;"37"
1;0,864;0,532;37;"37"
1;-1,243;-0,15;37;"37"
1;0,676;-0,911;37;"37"
0;0,894;-1,137;37;"37"
0;-1,092;0,342;37;"37"
0;0,568;0,602;37;"37"
0;-3,512;-1,076;37;"37"
0;0,007;-2,059;38;"38"
0;-0,859;1,329;38;"38"
1;-0,138;0,201;38;"38"
1;0,97;0,294;38;"38"
0;0,471;-2,634;38;"38"
0;1,412;-1,743;38;"38"
0;0,636;-1,53;38;"38"
1;-0,369;1,964;38;"38"
1;1,056;0,987;38;"38"
1;0,305;1,638;38;"38"
1;0,681;-1,1;38;"38"
1;1,454;-1,637;38;"38"
0;0,305;-1,526;38;"38"
0;-0,736;0,264;38;"38"
0;-0,56;-0,935;38;"38"
1;-1,459;-1,765;38;"38"
0;0,37;-0,589;38;"38"
0;0,575;-1,498;38;"38"
0;0,192;0,266;38;"38"
1;0,644;0,774;38;"38"
1;-0,133;-0,742;38;"38"
0;-1,219;-0,723;38;"38"
1;0,087;0,876;38;"38"
1;-0,347;-0,331;38;"38"
1;2,181;0,131;38;"38"
0;-0,172;-1,039;38;"38"
0;0,616;-0,399;38;"38"
1;1,749;0,339;38;"38"
1;1,111;-0,702;38;"38"
0;-1,609;0,908;38;"38"
1;-2,163;0,116;38;"38"
1;-0,703;0,588;38;"38"
1;1,082;0,417;38;"38"
0;1,036;-0,515;38;"38"
0;-0,373;-1,116;38;"38"
0;0,196;0,493;38;"38"
1;1,496;1,097;38;"38"
0;-1,387;0,757;38;"38"
0;-2,163;1,536;38;"38"
1;0,597;0,226;38;"38"
0;-1,826;0,652;38;"38"
1;0,297;1,443;38;"38"
1;0,975;-1,029;38;"38"
1;0,734;-1,073;38;"38"
1;0,791;-1,49;38;"38"
0;0,718;-0,566;38;"38"
1;-0,051;0,253;38;"38"
0;0,22;-1,209;38;"38"
0;-0,599;-0,533;38;"38"
0;-0,197;0,19;38;"38"
1;0,59;0,362;38;"38"
0;-0,579;0,062;38;"38"
0;-0,537;0,67;38;"38"
1;0,363;-0,124;38;"38"
1;0,423;2,509;38;"38"
0;-0,072;1,394;38;"38"
1;1,595;0,153;38;"38"
0;-0,075;-1,258;38;"38"
1;1,13;0,74;38;"38"
0;0,223;-0,763;38;"38"
1;-0,44;0,376;38;"38"
1;-1,122;2,404;38;"38"
1;0,164;1,263;39;"39"
1;1,666;0,146;39;"39"
1;-0,317;-0,976;39;"39"
1;0,509;-0,645;39;"39"
1;0,835;-0,28;39;"39"
1;-1,382;-0,833;39;"39"
1;-1,185;-1,264;39;"39"
1;-0,683;-0,483;39;"39"
1;0,866;-0,265;39;"39"
1;-0,893;0,842;39;"39"
1;-0,485;0,903;39;"39"
1;-0,131;0,684;39;"39"
0;0,608;1,816;39;"39"
1;2,163;-0,976;39;"39"
1;1,372;0,531;39;"39"
1;2,886;-0,338;39;"39"
1;-0,77;-0,235;39;"39"
0;-0,29;1,063;39;"39"
1;1,305;0,794;39;"39"
0;-0,808;-0,53;39;"39"
1;0,729;-0,091;39;"39"
1;1,132;0,305;39;"39"
1;-0,437;0,954;39;"39"
0;-1,635;0,673;39;"39"
1;-1,532;0,033;39;"39"
1;-0,491;-0,018;39;"39"
0;0,26;-0,133;39;"39"
0;-0,332;0,203;39;"39"
1;0,806;0,628;39;"39"
1;0,713;1,697;39;"39"
1;0,017;-1,59;39;"39"
1;-0,602;-0,449;39;"39"
1;-1,315;-1,524;39;"39"
1;0,295;1,026;39;"39"
1;-0,858;0,27;39;"39"
1;-0,776;-0,807;39;"39"
1;-1,878;-0,125;39;"39"
0;-1,373;0,623;39;"39"
1;0,328;0,222;39;"39"
1;-0,009;0,791;39;"39"
0;-1,317;0,308;39;"39"
0;-1,68;0,277;39;"39"
0;0,128;1,372;39;"39"
0;-0,959;-0,141;39;"39"
1;-1,048;1,077;39;"39"
0;0,667;1,383;39;"39"
1;-0,747;-0,851;39;"39"
0;0,45;0,588;39;"39"
1;0,135;0,382;39;"39"
1;0,723;0,64;39;"39"
1;1,515;0,84;39;"39"
1;1,266;-1,475;39;"39"
0;-1,706;0,13;39;"39"
1;-0,656;0,642;39;"39"
0;-0,04;0,425;40;"40"
1;0,525;-0,01;40;"40"
0;-1,736;-0,167;40;"40"
0;-2,073;0,981;40;"40"
0;0,725;0,293;40;"40"
1;0,3;0,077;40;"40"
1;-0,853;0,478;40;"40"
0;0,057;0,566;40;"40"
1;-0,68;-0,001;40;"40"
1;-0,15;1,12;40;"40"
1;-0,452;-1,059;40;"40"
0;2,413;-0,829;40;"40"
0;0,624;-0,795;40;"40"
0;-0,111;0,106;40;"40"
0;-0,233;0,873;40;"40"
0;-0,438;-1,382;40;"40"
1;-0,598;-1,41;40;"40"
0;-0,67;-1,045;40;"40"
1;1,423;0,613;40;"40"
0;-0,053;0,474;40;"40"
0;1,323;0,715;40;"40"
1;0,773;-0,785;40;"40"
0;-1,732;0,643;40;"40"
1;-1,025;-1,121;40;"40"
0;-0,674;0,683;40;"40"
1;0,53;0,908;40;"40"
1;2,289;-0,87;40;"40"
1;-2,264;-2,149;40;"40"
0;-1,145;-0,906;40;"40"
0;1,351;0,099;40;"40"
1;0,863;1,372;40;"40"
1;-1,035;0,087;40;"40"
0;-0,616;-0,69;40;"40"
0;-0,566;-0,773;40;"40"
0;0,328;0,425;40;"40"
1;-2,374;-0,424;40;"40"
0;-0,035;-0,459;40;"40"
0;-1,113;-2,007;40;"40"
0;-1,39;1,182;40;"40"
1;2,301;0,435;40;"40"
0;-1,645;0,091;40;"40"
1;-0,456;-0,883;40;"40"
0;1,043;-1,084;40;"40"
0;-0,015;0,311;40;"40"
0;-0,61;0,203;40;"40"
0;0,505;-0,165;40;"40"
1;1,126;0,951;40;"40"
1;0,158;-0,823;40;"40"
1;0,595;0,132;40;"40"
1;0,024;-0,47;40;"40"
1;0,664;1,225;40;"40"
0;0,208;1,173;40;"40"
0;-1,617;0,326;40;"40"
0;-0,478;0,856;40;"40"
1;-0,597;-0,241;40;"40"
1;2,098;-0,11;40;"40"
1;-0,79;-0,188;40;"40"
0;-0,558;0,732;40;"40"
0;-0,906;0,949;40;"40"
0;-0,788;2,606;40;"40"
1;1,623;1,269;40;"40"
1;-0,702;-0,465;40;"40"
0;0,985;0,175;40;"40"
0;1,536;0,688;40;"40"
1;-2,657;-1,94;40;"40"
1;-0,589;-1,737;40;"40"
1;-0,432;-1,414;40;"40"
0;2,324;-1,329;40;"40"
0;-0,032;0,839;40;"40"
0;-1,474;0,62;40;"40"
0;0,406;-1,616;40;"40"
0;-0,059;1,116;40;"40"
0;-0,469;1,804;40;"40"
0;1,076;1,209;40;"40"
1;-0,139;-0,884;40;"40"
0;1,157;-1,917;40;"40"
0;-0,35;0,157;40;"40"
0;0,51;-0,794;40;"40"
1;1,186;-1,355;40;"40"
0;2,175;0,578;40;"40"
0;0,334;-2,409;40;"40"
0;0,621;0,61;40;"40"
0;1,278;-0,147;41;"41"
0;-0,219;-0,504;41;"41"
0;1,069;-0,164;41;"41"
0;-0,088;-0,787;41;"41"
0;-0,419;-0,02;41;"41"
0;-0,048;-0,147;41;"41"
0;-0,564;0,001;41;"41"
1;-0,337;1,248;41;"41"
1;0,756;-0,317;41;"41"
0;0,036;-0,178;41;"41"
1;0,687;1,708;41;"41"
0;-0,197;0,36;41;"41"
1;0,364;1,134;41;"41"
0;-0,207;-1,008;41;"41"
0;-0,185;-1,458;41;"41"
0;-0,627;-0,763;41;"41"
1;-1,254;1,343;41;"41"
0;-1,347;1,28;41;"41"
0;0,525;0,583;41;"41"
0;0,512;-0,047;41;"41"
0;1,866;-0,785;41;"41"
1;0,875;1,185;41;"41"
0;0,564;-0,851;41;"41"
0;0,776;-0,868;41;"41"
0;0,314;-0,723;41;"41"
0;0,104;-0,319;41;"41"
0;0,585;0,381;41;"41"
0;1,836;-1,226;41;"41"
0;0,923;-1,922;41;"41"
0;-1,894;-0,393;41;"41"
0;0,129;0,026;41;"41"
0;0,006;0,113;41;"41"
0;-0,36;0,225;41;"41"
0;0,392;-1,69;41;"41"
0;0,226;-1,875;41;"41"
0;0,875;-0,521;41;"41"
1;1,76;1,013;41;"41"
0;-0,612;-0,064;41;"41"
0;-0,04;-0,053;41;"41"
0;0,568;-0,664;41;"41"
0;1,237;-0,237;41;"41"
0;-0,067;-1,262;41;"41"
0;0,578;-1,827;41;"41"
0;0,145;0,635;41;"41"
1;0,368;0,154;41;"41"
1;-0,905;0,86;41;"41"
0;-1,66;-2,018;41;"41"
1;-1,38;1,706;41;"41"
0;-0,392;0,251;41;"41"
0;0,074;-0,089;41;"41"
0;-0,357;-0,924;41;"41"
1;0,775;0,872;41;"41"
0;-0,244;0,948;41;"41"
0;1,135;-1,607;41;"41"
0;1,892;-0,314;41;"41"
0;-1,78;0,224;41;"41"
0;-0,284;-1,482;41;"41"
0;0,491;-0,521;41;"41"
0;0,928;0,083;41;"41"
0;-0,321;-2,722;41;"41"
0;-0,545;0,875;41;"41"
1;1,191;0,944;41;"41"
0;0,068;1,358;41;"41"
0;-1,24;-1,172;41;"41"
0;-0,188;1,762;41;"41"
1;3,31;0,196;41;"41"
0;0,314;-0,15;41;"41"
0;-1,099;0,968;41;"41"
0;-0,198;0,15;41;"41"
1;1,909;0,564;41;"41"
0;-0,557;-0,948;41;"41"
0;1,92;0,471;41;"41"
0;-1,552;0,609;41;"41"
0;-0,551;-1,974;41;"41"
0;-0,295;-0,256;41;"41"
1;0,87;1,102;41;"41"
1;-1,253;1,856;41;"41"
1;1,655;1,989;41;"41"
0;-1,106;-0,323;41;"41"
1;0,999;0,574;41;"41"
0;1,241;-0,449;41;"41"
0;1,753;0,354;41;"41"
1;0,374;0,5;41;"41"
0;0,538;0,007;41;"41"
1;0,69;-0,253;41;"41"
0;-2,037;-0,014;41;"41"
1;-1,268;1,838;41;"41"
0;0,63;-0,42;41;"41"
0;1,189;0,882;41;"41"
1;0,79;0,096;42;"42"
0;0,411;0,76;42;"42"
0;-0,044;-0,053;42;"42"
0;-1,347;1,33;42;"42"
1;1,434;0,172;42;"42"
1;-1,548;-0,779;42;"42"
0;-0,61;1,788;42;"42"
0;0,932;1,143;42;"42"
1;1,471;-1,803;42;"42"
0;-1,024;0,486;42;"42"
0;-0,5;0,631;42;"42"
0;0,022;0,204;42;"42"
0;0,115;-0,318;42;"42"
0;0,207;-0,026;42;"42"
0;0,348;0,209;42;"42"
0;-1,449;-0,561;42;"42"
0;0,765;0,211;42;"42"
0;0,66;-0,625;42;"42"
0;0,697;1,961;42;"42"
0;-2,908;-0,147;42;"42"
0;0,887;0,629;42;"42"
0;0,049;-0,454;42;"42"
0;-0,321;0,251;42;"42"
0;-1,154;1,741;42;"42"
0;-0,348;0,499;42;"42"
0;1,066;1,488;42;"42"
0;0,182;-0,031;42;"42"
0;-1,559;-1,194;42;"42"
1;-0,761;-0,788;42;"42"
1;-0,122;-0,436;42;"42"
0;-0,404;0,628;42;"42"
0;-0,25;0,464;42;"42"
0;0,103;0,716;42;"42"
1;0,655;-0,558;42;"42"
0;1,206;-0,911;42;"42"
0;-0,959;0,619;42;"42"
0;-1,411;1,069;42;"42"
0;1,907;0,817;42;"42"
0;-0,835;0,754;42;"42"
0;-0,016;0,902;42;"42"
0;0,759;0,66;42;"42"
0;-0,719;-0,042;42;"42"
0;-0,094;-1,269;42;"42"
1;-0,218;-1,742;42;"42"
0;3,009;-1,189;42;"42"
0;-1,133;0,228;42;"42"
0;0,39;2,215;42;"42"
0;0,216;-0,222;42;"42"
0;0,907;-1,25;42;"42"
0;0,47;0,749;42;"42"
1;0,293;-0,418;42;"42"
0;0,731;0,967;42;"42"
1;-0,603;-2,518;42;"42"
1;-0,26;-0,937;42;"42"
0;0,373;0,674;42;"42"
0;-1,79;0,883;42;"42"
0;-1,203;1,584;42;"42"
0;1,171;2,015;42;"42"
0;1,439;0,417;43;"43"
0;0,948;0,518;43;"43"
0;-1,035;0,012;43;"43"
0;0,706;1,22;43;"43"
0;-1,137;2,014;43;"43"
0;-2,06;0,737;43;"43"
0;-0,266;0,633;43;"43"
1;0,773;0,301;43;"43"
0;0,374;-2,027;43;"43"
0;-0,406;0,428;43;"43"
0;0,915;0,973;43;"43"
0;-2,237;3,177;43;"43"
0;1,416;-0,466;43;"43"
0;0,531;0,416;43;"43"
0;-1,146;0,272;43;"43"
0;-1,464;-0,298;43;"43"
1;2,298;-0,208;43;"43"
0;1,928;-2,411;43;"43"
1;0,096;1,855;43;"43"
0;-0,99;-1,608;43;"43"
0;0,128;-1,733;43;"43"
1;-0,048;1,536;43;"43"
1;-0,314;0,153;43;"43"
1;0,966;1,138;43;"43"
0;0,996;-1,575;43;"43"
0;0,919;-0,754;43;"43"
0;0,329;-1,13;43;"43"
0;0,108;0,645;43;"43"
0;-0,385;1,37;43;"43"
0;0,04;-1,16;43;"43"
0;1,592;-0,778;43;"43"
0;-0,048;-0,712;43;"43"
0;-0,691;-0,784;43;"43"
0;-1,019;-0,113;43;"43"
0;3,384;-0,177;43;"43"
0;0,445;1,029;43;"43"
1;0,625;1,02;43;"43"
0;1,465;1,865;43;"43"
0;2,519;0,273;43;"43"
0;-0,144;1,068;43;"43"
0;0,214;-0,435;43;"43"
0;-0,429;0,764;43;"43"
0;1,578;-0,442;43;"43"
0;1,586;-0,727;43;"43"
0;-0,095;-0,32;43;"43"
0;0,04;0,307;43;"43"
1;0,734;-0,099;43;"43"
0;0,82;-0,821;43;"43"
0;-0,849;-0,117;43;"43"
0;-0,099;-1,056;43;"43"
0;-1,513;-0,582;43;"43"
1;0,833;0,82;43;"43"
0;-1,279;-1,099;43;"43"
0;-1,24;-0,105;43;"43"
0;-0,477;0,242;43;"43"
0;-1,238;-1,548;43;"43"
0;0,245;0,18;43;"43"
0;-0,55;-1,742;43;"43"
1;0,807;0,51;43;"43"
0;0,229;-0,234;43;"43"
1;-1,169;1,938;43;"43"
0;-1,057;0,389;43;"43"
0;0,781;-0,467;43;"43"
1;0,122;1,197;43;"43"
0;1,506;-0,63;43;"43"
0;-1,972;0,799;43;"43"
0;1,02;-0,334;43;"43"
1;1,523;0,041;43;"43"
0;-0,705;-0,584;43;"43"
0;0,343;-0,144;43;"43"
1;-0,616;2,413;44;"44"
0;0,554;-0,533;44;"44"
1;0,874;-0,237;44;"44"
0;0,072;-1,164;44;"44"
1;1,187;1,032;44;"44"
1;-0,556;0,117;44;"44"
1;0,812;0,863;44;"44"
1;-0,701;1,322;44;"44"
1;-0,253;-0,041;44;"44"
1;0,465;0,86;44;"44"
1;-0,731;-0,539;44;"44"
0;0,14;-0,512;44;"44"
1;-1,089;1,261;44;"44"
1;1,597;0,546;44;"44"
1;-2,003;0,599;44;"44"
0;-0,37;-0,392;44;"44"
1;-1,593;0,362;44;"44"
1;1,116;-0,861;44;"44"
1;0,414;-0,527;44;"44"
1;0,848;-0,331;44;"44"
1;-0,423;1,97;44;"44"
0;-3,196;-1,626;44;"44"
1;0,447;1,584;44;"44"
1;1,533;0,426;44;"44"
1;-1,632;0,583;44;"44"
1;0,294;-0,016;44;"44"
1;1,034;-0,079;44;"44"
1;-0,235;0,944;44;"44"
1;0,453;-0,734;44;"44"
1;-1,107;0,701;44;"44"
0;0,578;-1,492;44;"44"
1;0,775;0,393;44;"44"
1;1,09;-0,779;44;"44"
0;-0,331;-1,015;44;"44"
1;-1,305;-0,33;44;"44"
1;0,022;0,462;44;"44"
1;-0,313;-0,962;44;"44"
1;0,188;0,384;44;"44"
1;0,228;1,912;44;"44"
1;-0,762;0,233;44;"44"
1;-0,875;-0,348;44;"44"
1;-0,134;-0,434;44;"44"
0;0,915;-1,337;44;"44"
1;0,89;-0,031;44;"44"
0;0,01;-1,205;44;"44"
0;1,961;-1,165;44;"44"
1;-0,091;1,24;44;"44"
1;1,041;-0,692;44;"44"
0;-0,145;-1,011;44;"44"
1;-2,129;0,787;44;"44"
1;1,083;-0,089;44;"44"
1;0,962;1,35;44;"44"
1;0,906;-0,497;44;"44"
1;0,633;0,04;44;"44"
0;-0,032;0,545;45;"45"
0;-0,304;0,303;45;"45"
0;1,362;-0,647;45;"45"
0;0,641;0,251;45;"45"
0;1,682;-0,104;45;"45"
0;-0,807;-0,033;45;"45"
0;-0,055;-0,125;45;"45"
1;-0,628;1,413;45;"45"
0;0,253;-2,138;45;"45"
0;-1,107;-0,137;45;"45"
1;0,449;1,974;45;"45"
0;0,184;-1,641;45;"45"
0;1,206;-0,732;45;"45"
0;-0,597;0,546;45;"45"
0;-1,953;0,093;45;"45"
0;0,539;-0,743;45;"45"
0;-0,428;-1,121;45;"45"
1;-0,467;1,889;45;"45"
0;-0,488;-0,162;45;"45"
0;0,383;0,679;45;"45"
0;-0,192;-0,424;45;"45"
0;0,267;-1,806;45;"45"
1;1,166;-0,2;45;"45"
0;-0,208;-1,545;45;"45"
1;0,776;1,192;45;"45"
0;0,217;-2,781;45;"45"
0;0,513;-0,64;45;"45"
0;0,112;0,67;45;"45"
0;0,96;-1,935;45;"45"
0;-1,568;0,336;45;"45"
0;1,024;0,766;45;"45"
0;0,952;-0,094;45;"45"
0;0,981;0,45;45;"45"
0;-0,519;0,101;45;"45"
0;0,639;1,002;45;"45"
1;-0,641;0,399;45;"45"
0;-1,435;-0,042;45;"45"
0;0,904;-0,92;45;"45"
0;0,578;0,522;45;"45"
1;0,412;0,038;45;"45"
0;0;-0,396;45;"45"
0;-0,13;-0,338;45;"45"
0;0,207;-0,332;45;"45"
0;0,085;-0,204;45;"45"
0;-2,198;0,787;45;"45"
0;0,622;1,128;45;"45"
0;-0,145;0,763;45;"45"
1;0,737;0,615;45;"45"
0;-0,959;-0,065;45;"45"
0;-1,078;-1,841;45;"45"
0;0,637;0,294;45;"45"
0;0,061;0,909;45;"45"
0;0,559;-0,38;46;"46"
0;-1,094;1,486;46;"46"
1;1,273;-1,317;46;"46"
0;-0,737;0,204;46;"46"
0;0,848;0,606;46;"46"
1;-0,796;-0,332;46;"46"
1;0,621;-1,495;46;"46"
0;-0,343;0,376;46;"46"
1;-1,088;-0,76;46;"46"
1;0,481;-1,085;46;"46"
1;-0,154;-1,047;46;"46"
1;-0,005;-0,233;46;"46"
1;1,162;0,184;46;"46"
0;-0,075;1,121;46;"46"
1;-0,47;-1,884;46;"46"
1;1,73;-1,139;46;"46"
1;1,386;-0,613;46;"46"
1;-1,317;-0,482;46;"46"
1;-1,118;-1,854;46;"46"
0;-1,375;-0,413;46;"46"
1;1,209;1,231;46;"46"
0;-0,008;0,712;46;"46"
1;0,345;-0,071;46;"46"
1;0,726;-0,885;46;"46"
1;-0,951;-1,292;46;"46"
0;-2,924;-0,57;46;"46"
0;-0,22;1,341;46;"46"
1;-1,394;-0,47;46;"46"
0;-0,428;1,213;46;"46"
0;-0,316;1,083;46;"46"
0;-1,404;1,074;46;"46"
0;0,219;-0,737;46;"46"
1;0,61;-0,14;46;"46"
1;-0,772;0,066;46;"46"
1;-0,288;0,354;46;"46"
0;1,03;0,688;46;"46"
0;-0,353;-0,41;46;"46"
0;-1,08;0,471;46;"46"
1;1,643;-0,839;46;"46"
1;1,039;-0,426;46;"46"
1;-1,291;-0,221;46;"46"
1;0,4;0,445;46;"46"
0;-1,555;1,84;46;"46"
1;-0,108;0,333;46;"46"
1;-0,77;-0,448;46;"46"
0;1,428;1,225;46;"46"
0;-0,553;-0,353;46;"46"
0;-0,36;1,383;46;"46"
1;0,75;-0,583;46;"46"
1;-1,309;-1,244;46;"46"
1;0,573;-1,471;46;"46"
0;0,539;-0,501;46;"46"
1;-0,136;0,525;46;"46"
1;1,089;0,238;46;"46"
1;-1,05;-0,111;46;"46"
1;0,373;0,066;46;"46"
1;-0,28;-0,294;46;"46"
0;0,885;1,288;46;"46"
0;-1,032;-0,054;46;"46"
1;-0,118;0,005;46;"46"
1;0,977;1,321;46;"46"
1;0,972;0,055;46;"46"
1;-0,311;-0,715;46;"46"
0;1,06;1,052;46;"46"
0;0,132;-0,076;46;"46"
0;0,397;2,046;46;"46"
1;1,508;-1,152;46;"46"
0;0,693;0,258;46;"46"
1;0,74;-1,561;46;"46"
0;1,806;0,471;46;"46"
0;0,973;0,155;46;"46"
1;-0,697;0,523;46;"46"
1;1,67;-0,457;46;"46"
1;-0,102;-1,318;46;"46"
1;1,108;-0,08;46;"46"
0;-0,168;0,234;46;"46"
1;1,103;-0,67;46;"46"
0;-1,085;-0,043;47;"47"
0;0,081;-0,502;47;"47"
0;1,683;0,553;47;"47"
